30	0-0 10-6 11-11 12-12 13-13 14-15 15-14 16-16 17-17 17-19 18-18 19-21 20-20 21-22 22-23 23-23 24-24 25-34 26-31 26-32 26-33 27-30 28-29 29-25 3-3 31-26 33-25 38-35 39-36 40-40 41-39 42-38 44-42 5-2 7-4 8-10 9-5 9-7
31	0-2 12-14 12-9 13-17 14-17 16-15 17-14 17-9 18-13 19-13 2-0 2-1 20-16 21-16 21-18 22-10 22-11 24-19 3-4 4-6 5-7 5-8 7-6
32	0-0 10-4 11-10 2-1 3-2 4-4 5-3 7-5 8-9 9-8
33	0-0 2-3 3-1 4-6 5-5 6-4 7-7
34	0-0 1-1 1-2 2-3 2-4 3-6
35	0-2 0-4 1-1 1-3 10-16 11-13 13-10 14-9 15-17 2-2 4-6 6-7 7-8 8-14 9-15
36	0-0 1-1 2-4 3-3 4-5
37	0-6 2-5 4-10 4-11 5-9 6-8 7-1 8-0 9-12
38	0-1 10-5 11-12 2-3 5-9 6-7 7-6 8-11 9-5
39	0-0 1-1 10-12 10-13 14-15 14-16 18-18 19-18 2-3 2-4 22-19 3-2 4-5 4-6 5-14 6-7 6-8 7-9 8-11 9-10
40	0-0 1-1 1-3 2-2 5-4
41	0-0 1-1 11-10 11-11 12-8 13-15 13-16 14-20 14-21 16-19 17-23 3-5 4-4 5-2 6-6 7-6 9-9
42	0-6 1-5 1-7 3-0 4-3 5-8
43	0-2 1-3 10-9 2-1 3-4 7-5 8-7 9-8
44	0-4 1-5 10-0 10-1 11-16 12-17 13-18 14-7 16-20 2-11 3-12 4-10 5-14 6-13 7-9 8-8 8-9 9-15
45	1-0 11-9 12-12 2-1 3-2 4-3 5-5 6-3 7-6 8-8 9-10
46	0-0 10-8 11-6 12-7 13-7 14-11 2-0 3-1 4-2 5-2 5-3 6-4 7-5 8-10 9-10 9-9
47	0-0 1-1 1-2 1-3 10-6 11-12 12-13 13-14 14-16 15-17 16-17 19-15 20-18 3-10 4-11 5-6 5-7 5-8 5-9 6-6 9-5
48	0-0 1-0 1-1 1-2 10-7 11-7 12-9 15-11 16-15 18-16 19-23 2-1 2-3 20-19 21-22 22-24 23-18 24-14 24-17 25-25 3-4 8-5 9-6
49	0-5 0-6 1-2 1-3 10-17 10-18 10-19 10-25 11-16 12-20 13-22 14-21 15-23 16-25 18-24 19-21 20-26 3-0 3-1 4-8 5-10 6-15 7-13 8-14 9-11
50	0-0 1-1 10-10 10-16 11-20 11-21 12-18 13-22 14-23 15-24 16-25 18-30 18-31 2-3 20-28 21-26 24-15 25-14 27-11 28-32 3-5 3-6 6-2 7-4 8-9 9-7
51	0-0 1-1 10-5 11-6 14-8 15-9 2-2 3-3 4-3 6-4
52	0-0 10-8 11-12 13-13 15-14 16-15 17-14 17-15 18-16 3-5 3-6 4-4 6-2 7-10 7-7 7-9 9-11
53	0-0 1-1 1-2 10-8 2-1 3-3 4-3 6-6 7-7 8-7
54	0-3 0-4 0-5 0-6 10-13 11-14 12-15 13-17 14-15 14-24 15-18 16-23 16-24 17-20 17-23 18-23 18-24 19-25 2-1 2-2 20-26 21-27 22-28 24-30 25-31 25-32 26-36 27-21 27-22 27-33 27-34 27-35 28-32 29-19 3-0 31-37 4-7 5-8 6-11 6-12 8-9
55	12-4 13-5 15-8 18-10 3-8 4-8 6-1 7-0
56	0-5 1-0 1-2 1-3 12-14 2-1 3-7 4-8 5-9 6-9 7-10 8-11 9-12 9-13
57	0-0 10-7 11-8 12-9 13-12 14-11 15-14 16-15 17-20 18-19 19-16 2-1 21-17 22-21 3-2 4-3 5-4 6-5 7-6 9-7
58	0-0 1-2 11-19 12-18 12-20 12-21 13-21 14-2 15-22 2-5 3-6 5-9 6-11 7-10 8-13 9-17
59	0-0 1-2 10-11 3-5 4-4 5-7 6-2 7-10 8-9 9-8
60	0-0 1-3 11-13 12-15 14-1 15-2 16-16 2-8 3-9 4-7 5-4 5-5 5-6 6-10 7-12 8-11 8-14
61	0-0 0-1 10-6 12-10 16-10 17-11 20-13 21-14 22-15 23-16 24-21 25-19 26-18 27-20 28-22 29-24 3-4 31-25 32-27 33-28 35-26 36-29 37-30 37-33 37-45 38-33 38-34 39-31 39-32 40-36 41-43 42-42 42-44 43-39 43-40 44-37 44-38 44-39 5-3 5-4 6-2 7-5 8-8 9-7
62	0-0 1-1 3-2
63	1-0 1-1 10-7 11-8 12-9 13-11 14-10 14-12 15-13 16-21 17-15 19-16 2-2 20-17 21-17 23-17 24-18 26-20 29-20 30-19 31-22 32-29 34-23 36-24 36-26 37-24 37-26 38-25 39-26 4-2 41-30 5-2 7-3 7-6 9-4
64	0-0 0-1 0-2 0-3 1-4 13-14 14-14 15-15 15-16 19-19 2-5 20-18 21-17 23-20 24-21 25-23 27-24 28-24 29-25 3-5 30-26 31-27 31-28 31-32 32-33 33-30 34-28 34-29 35-27 36-34 4-6 6-8 7-10 9-11
65	0-0 0-1 0-2 1-3 10-11 11-18 13-16 14-19 16-21 17-22 17-26 18-20 21-23 22-24 24-25 25-26 27-27 28-28 3-5 30-30 31-36 31-38 32-0 32-22 32-35 32-39 35-29 35-32 36-40 5-6 5-7 6-6 7-10 9-15
66	0-0 0-32 10-4 11-10 12-9 13-10 15-12 16-12 17-12 18-13 19-14 2-1 20-18 20-19 21-16 21-17 22-15 23-20 24-21 25-23 26-22 27-27 28-26 29-25 30-28 30-29 31-31 32-31 32-32 33-30 33-31 34-37 34-38 34-41 34-42 34-43 34-44 35-36 35-40 35-41 35-42 35-43 35-44 36-34 37-33 38-45 39-46 40-47 41-48 5-2 6-3 7-5 7-6 8-7 9-8
67	0-0 0-1 0-2 0-3 1-5 10-9 11-10 12-10 14-15 15-14 16-13 17-16 18-17 18-18 19-17 19-18 21-19 22-20 24-13 28-21 3-6 31-21 33-22 35-26 35-28 36-25 38-23 4-7 42-23 44-32 44-33 44-34 45-30 45-31 46-29 48-34 49-34 5-7 6-4 7-4 9-8
68	0-1 1-1 10-9 2-3 3-4 4-0 4-5 4-6 5-7 6-8 7-8
69	0-0 1-1 10-9 11-13 12-15 13-12 14-14 16-16 17-17 19-19 2-2 20-20 21-21 22-22 23-23 24-24 26-25 27-26 28-27 29-28 3-5 30-29 31-25 32-30 33-18 34-31 38-32 4-4 40-34 42-39 43-40 44-37 45-35 46-41 5-3 5-6 6-8 8-11 9-10
70	1-6 1-8 12-15 2-0 21-0 22-2 24-4 25-5 27-16 3-13
71	0-0 0-1 1-2
72	0-1 0-2 1-0 11-7 11-8 12-12 2-4 3-6 6-5 8-11 9-10
73	0-3 0-4 1-3 10-9 11-15 12-16 13-17 16-1 16-2 18-18 19-19 2-5 20-20 21-21 21-22 22-26 22-27 23-24 25-28 26-31 27-30 28-29 29-32 4-7 5-8 6-10 7-11 8-12 9-13 9-14
74	0-2 1-1 10-12 13-10 15-10 16-10 18-13 19-5 2-3 20-15 21-16 23-17 23-18 24-14 25-19 3-4 4-5 5-8 7-6 8-9 9-11
75	0-4 1-3 10-6 11-7 12-8 13-10 13-11 14-12 15-13 15-14 17-9 18-8 19-16 2-2 20-17 21-15 23-23 24-19 27-15 27-22 28-20 29-21 3-1 30-24 31-25 32-26 33-28 34-29 35-30 4-0 9-5
76	0-0 0-1 0-9 1-3 11-13 3-0 3-2 3-4 3-5 4-5 5-6 6-7 6-8 7-1 7-8 7-9 8-11 9-12
77	1-3 11-15 13-11 13-12 14-10 15-16 15-21 16-22 18-19 18-23 18-24 2-1 2-7 20-27 21-25 22-28 3-2 5-5 5-6 6-7 7-8 9-9
78	0-3 10-4 11-11 13-12 14-14 15-15 16-16 17-17 18-18 19-21 20-19 20-20 21-22 3-0 4-2 5-2 6-10 7-8 7-9 8-10 8-8 8-9 9-7
79	1-1 11-10 13-11 2-2 2-3 8-7
80	0-0 10-9 12-12 13-14 14-15 15-10 16-18 18-19 19-17 2-1 20-21 21-22 22-22 29-20 29-25 3-2 30-25 31-26 31-27 31-28 32-26 33-28 33-29 34-28 36-37 39-31 39-32 39-33 4-4 40-30 41-38 5-3 6-5 8-7 9-8
81	0-0 1-1 1-2 10-11 12-12 13-13 13-14 14-13 15-19 17-16 18-15 19-17 2-5 25-20 25-21 25-23 26-24 27-25 3-3 3-4 4-6 5-3 5-4 6-7 7-8 8-9 9-10
82	0-0 1-1 10-1 10-7 11-10 12-22 13-23 15-10 16-14 17-16 18-17 19-12 2-2 20-10 20-18 21-24 3-4 5-3 6-1 7-6 8-6 8-7 8-8 9-7 9-8 9-9
83	0-0 1-1 1-2 2-4 3-3 4-2 5-5
84	0-0 1-5 3-4 3-5 4-2 5-6 7-7 8-8
85	1-0 11-8 12-7 13-19 14-13 14-20 15-14 16-15 17-16 18-12 19-10 19-11 2-0 20-9 21-21 4-1 4-4 5-2 6-3 7-5 9-6
86	0-0 1-0 17-16 18-17 2-1 2-2 2-3 20-18 21-12 21-19 22-19 23-21 24-22 25-23 26-24 26-25 27-20 28-26 29-28 3-2 30-29 31-27 32-30 33-32 34-31 35-33 36-34 37-35 38-36 39-37 4-4 40-62 41-38 42-40 43-39 44-41 45-44 46-42 47-46 48-47 49-45 5-10 5-9 50-48 51-49 53-52 53-55 54-51 55-53 56-54 56-62 57-54 58-60 59-56 59-59 59-61 6-7 60-57 7-5 8-11 9-14
87	0-0 1-1 2-2 4-3
88	11-4 13-4 14-8 15-8 16-11 18-9 19-7 20-12 21-13 22-14 23-15 25-16 25-17 27-20 28-22 29-23 29-25 30-26 31-23 31-24 33-27 35-29 36-31 37-34 38-33 39-32 4-0 5-2 8-3
89	0-0 0-1 1-0 10-6 11-8 2-1 3-3 5-4 5-5 7-6 7-7 8-7
90	0-0 1-2 10-7 10-8 11-5 12-10 13-11 14-11 15-12 18-13 18-14 19-16 21-15 23-17 24-14 25-18 26-19 27-23 28-22 28-25 29-22 3-3 31-26 32-27 33-28 34-29 36-24 38-30 40-31 43-33 44-37 45-36 46-38 47-35 48-34 49-39 5-4 6-5 8-6
91	0-1 1-0 1-1 12-10 13-12 15-14 16-15 17-15 18-16 23-18 23-25 26-21 26-25 29-23 3-3 30-24 31-22 32-27 33-26 34-25 34-27 38-28 4-5 6-8 7-9 8-6
92	1-0 12-5 12-6 12-7 13-4 14-8 9-2 9-3
93	10-10 11-11 12-12 13-13 16-16 17-15 19-15 20-22 21-23 24-30 27-27 29-29 30-28 31-34 33-33 35-34 36-31 37-31 38-34 39-39 4-1 40-23 40-24 41-40 42-41 43-42 44-43 45-44 46-36 47-45 5-6 6-5 7-7 8-8 9-9
94	0-2 1-0 11-10 12-8 13-9 15-11 16-16 18-18 19-13 19-17 2-7 21-19 4-4 7-5 8-3 9-6
95	10-10 11-12 12-13 12-14 13-11 13-13 14-15 2-1 2-4 5-0 5-1 5-3 6-5 7-6 8-7 9-8 9-9
96	0-0 0-1 0-2 1-4 10-10 10-7 12-11 13-11 14-12 3-5 5-8 7-9 8-6 9-7
97	0-0 1-2 2-2 3-4 3-5 4-3 5-6
98	0-4 1-3 11-8 12-9 14-13 16-15 17-10 18-16 2-1 20-21 21-23 22-22 22-24 23-26 24-27 3-2 3-3 4-1 7-6 8-6 9-4
99	0-0 1-1 1-2 10-10 12-12 15-15 16-16 17-17 18-18 2-3 21-20 24-22 25-21 26-23 3-5 4-3 5-6 6-14 6-7 7-7 9-8
100	0-3 1-2 10-4 10-7 11-10 3-1 3-3 4-0 5-1 7-7 7-8 7-9 8-6 8-7 8-8 8-9 9-5 9-6
101	1-0 10-10 11-11 12-12 13-13 15-15 16-15 17-16 18-17 18-18 2-1 2-2 20-19 21-20 22-22 24-23 4-4 5-4 6-7 7-5 8-8 9-9
102	0-4 1-5 10-11 11-13 13-10 14-15 15-12 15-23 17-14 18-13 2-2 20-19 21-18 21-21 24-22 25-20 26-24 28-28 29-27 3-0 3-1 30-27 32-26 33-27 34-30 4-7 6-8 7-9 8-9
103	0-0 12-11 13-12 15-13 16-21 17-22 18-23 19-24 2-2 2-3 2-4 2-5 2-6 20-26 21-15 21-20 21-26 22-14 22-19 27-16 3-1 30-27 5-7 6-8 8-9 9-10
104	0-0 10-8 11-10 13-13 13-14 14-15 15-16 15-17 17-18 18-19 20-21 20-22 22-24 23-23 24-25 4-4 5-6 6-5 8-7 9-7
105	0-0 1-2 10-10 11-9 12-15 13-13 14-11 15-12 16-14 18-14 19-16 2-1 20-17 23-18 24-19 25-20 26-20 26-21 27-22 3-3 6-6 8-7 9-7
106	0-0 0-1 0-18 10-12 11-12 12-11 12-14 12-15 12-16 13-11 13-14 15-14 16-17 18-18 2-5 21-21 22-19 24-22 24-23 25-22 26-26 27-29 28-27 29-28 3-3 30-24 31-30 4-8 5-4 7-6 8-10 9-11 9-13
107	0-0 1-1 10-20 2-2 2-3 2-4 3-6 3-7 3-8 4-10 5-11 5-12 5-14 6-15 6-16 8-19 9-17
108	0-0 1-0 10-10 10-9 11-7 12-11 13-13 15-14 16-12 17-15 2-0 3-1 4-2 5-3 5-4 6-5 7-5 8-6
109	1-0 2-2 3-3 4-4 5-5 6-6 7-7
110	0-0 1-1 1-2 10-6 10-8 11-9 12-10 13-10 15-12 16-13 18-15 19-16 20-17 21-11 22-18 24-19 25-22 26-23 27-24 28-20 31-21 33-25 4-4 5-5 6-7 7-8 9-8
111	1-13 1-5 1-7 10-11 11-10 11-7 12-16 2-3 3-0 7-5 7-8 8-10 8-7
112	0-5 1-4 10-6 11-9 12-9 16-11 17-12 18-10 19-10 2-4 20-10 21-13 22-15 23-14 25-14 29-16 3-2 31-16 33-17 34-18 35-19 36-19 37-20 39-21 4-1 8-7 9-8
113	1-2 10-10 11-10 12-10 13-11 14-13 15-12 18-14 19-14 2-2 20-14 22-15 23-17 24-16 25-17 26-17 27-18 28-7 28-8 29-19 3-0 3-5 4-0 5-6 6-7 6-8 7-7 7-8 9-9
114	0-6 10-11 11-11 12-12 13-14 14-13 15-13 15-18 16-13 19-16 2-4 21-15 22-17 25-20 27-21 3-4 4-1 5-7 5-8 6-7 6-8 7-9 8-10 9-11
115	0-2 1-1 11-6 12-7 13-7 14-7 15-8 16-10 17-9 2-0 20-12 21-13 22-14 23-14 24-14 24-16 25-14 26-16 27-15 28-17 29-18 3-0 31-22 4-0 5-3 6-4 6-5 7-4 7-5 8-21
116	0-0 1-1 10-9 12-7 12-8 13-12 14-13 18-14 20-15 20-16 21-16 22-17 24-18 24-19 25-21 26-19 27-22 27-24 28-23 29-25 3-4 4-2 6-6 8-10 9-11 9-8
117	0-0 1-1 10-10 10-9 11-8 11-9 12-11 13-12 14-13 15-14 2-2 4-3 4-4 5-6 5-9 6-6 6-7 6-9 7-5 8-5 8-8 9-8
118	0-0 1-0 10-11 11-10 12-12 14-13 15-15 15-16 16-16 17-16 17-18 18-17 18-18 19-14 2-1 20-14 21-19 22-23 23-21 23-22 24-20 25-23 27-24 28-25 29-27 3-7 30-28 6-3 7-4 8-8 9-9
119	0-1 1-1 10-9 11-10 12-11 13-12 14-15 15-16 18-17 18-18 19-18 20-17 24-21 26-22 3-2 4-0 5-5 6-3 7-6 8-7 9-8
120	0-1 10-12 12-14 13-13 14-15 14-16 15-15 15-16 16-14 17-17 2-5 3-7 4-2 4-4 4-6 5-0 6-8 7-9 8-9 9-10 9-9
121	0-0 0-1 1-2 10-10 12-9 13-11 13-12 13-13 14-14 17-15 18-15 19-16 2-3 3-4 4-5 5-6 7-6 7-7 8-6
122	0-0 1-1 10-13 11-14 12-15 14-17 15-20 16-18 17-21 18-22 19-23 2-3 20-23 24-24 25-26 26-25 27-25 28-27 3-4 30-25 30-29 31-27 32-28 35-31 35-32 35-33 36-31 36-32 38-35 39-36 39-37 4-5 41-38 5-6 6-7 7-9 8-11 8-12 9-9
123	0-1 1-0 11-8 14-10 14-9 15-4 16-10 17-11 18-14 20-15 3-2 5-4 6-7 9-7
124	0-0 1-38 10-11 11-10 12-9 13-16 13-17 14-14 14-16 15-14 15-15 16-13 17-18 18-20 19-21 2-3 2-5 20-22 21-23 23-25 23-46 24-26 25-26 26-25 27-27 28-34 3-2 31-31 32-30 33-28 34-35 36-37 37-36 38-39 39-41 40-42 41-43 43-50 44-49 45-45 45-48 46-52 46-53 47-51 48-54 5-7 6-8 9-12
125	0-4 1-1 3-1 4-0 5-2 6-5
126	0-1 0-2 1-0 10-8 11-11 12-10 13-8 14-16 15-15 16-11 16-15 16-17 17-13 19-18 2-3 20-19 21-20 22-21 3-4 4-6 6-5 6-6 7-5 7-6 8-6 9-7 9-8
127	0-0 1-14 1-2 1-3 10-17 11-19 12-4 12-8 13-20 2-2 2-4 3-7 4-5 5-11 5-8 6-11 6-12 6-13 7-10 8-15 9-16
128	0-3 1-4 10-15 11-10 13-12 14-11 15-16 16-12 16-17 16-18 18-17 19-19 2-2 2-6 3-9 5-0 5-1
129	0-0 1-4 2-2 3-1 4-5 5-6 5-7 6-10 7-11
130	1-0 10-7 11-15 12-16 13-13 13-18 14-14 14-17 14-18 14-19 15-19 16-14 16-19 17-14 17-19 18-22 19-21 20-21 21-23 21-24 21-25 22-20 23-26 3-4 4-6 5-12 5-14 6-8 7-9 8-10 9-11
131	0-0 0-14 0-2 1-1 10-11 10-8 11-8 13-10 13-9 15-12 16-17 17-16 17-18 18-14 19-19 20-20 21-21 22-22 3-3 4-4 5-3 6-5 7-6 8-7 9-11
132	0-0 1-2 11-10 12-11 12-9 13-12 14-13 14-14 15-15 16-15 17-16 18-19 19-17 2-2 22-20 3-1 5-4 6-5 7-6 7-7 8-6 8-7 9-8
133	0-0 10-6 11-7 13-10 14-11 14-9 15-12 16-8 17-13 19-14 20-14 23-19 24-18 25-17 26-21 27-22 28-23 3-0 7-5 8-3
134	0-3 0-4 0-5 1-0 1-1 1-2 10-10 11-11 11-16 12-13 12-14 14-15 15-17 16-18 17-19 2-6 20-20 21-21 22-27 23-26 24-24 25-28 26-29 27-30 28-31 3-7 4-8 5-9 8-10
135	0-1 1-2 2-2 2-3 2-4 2-5 3-7 4-6 5-8 6-9 7-13 8-11 9-14
136	0-0 10-6 11-7 12-8 14-11 24-15 26-8 27-16 28-17 29-19 30-18 32-22 33-23 34-24 38-25 4-2 6-5 7-4 8-3
137	0-0 1-1 10-6 11-7 13-11 14-12 15-12 16-16 17-17 18-18 2-2 21-19 22-20 23-21 25-25 26-23 27-26 27-31 29-32 29-33 3-3 30-29 31-27 32-34 33-34 34-35 35-35 37-36 37-37 39-38 4-4 40-41 41-42 41-43 43-45 44-46 45-42 46-47 47-48 48-49 49-50 5-5 50-50 52-52 54-51 55-53 6-6 7-6 8-10 9-6
138	0-3 1-4 10-9 13-11 14-13 15-16 16-17 17-14 17-15 19-18 2-5 3-2 4-1 6-7 7-6 8-8 9-9
139	1-1 10-9 11-10 12-6 13-15 14-16 14-17 15-16 15-17 18-21 18-22 19-24 20-23 21-25 22-19 24-26 25-28 26-26 3-2 35-29 4-3 5-4 8-11 9-8
140	0-1 1-0 10-11 11-13 12-15 13-16 13-17 13-18 14-19 15-20 16-21 17-21 19-22 2-2 23-23 25-27 26-26 27-24 28-32 29-33 3-2 30-34 32-28 33-30 34-30 35-35 5-3 5-4 6-2 7-5 8-7 8-8 9-10
141	1-1 12-12 13-14 13-15 14-13 15-16 16-23 16-25 17-24 18-25 19-26 20-22 20-27 21-28 22-29 23-30 24-31 26-19 26-21 27-18 28-32 3-2 3-3 4-2 5-3 5-9 7-10 7-11 8-5 8-6 8-7
142	0-2 0-31 1-1 10-15 13-8 15-16 16-17 17-18 18-18 19-19 2-0 20-5 21-21 23-19 24-24 25-22 26-23 29-27 3-4 30-28 31-29 31-44 32-29 33-30 34-32 35-34 36-35 37-33 37-35 38-36 39-37 4-5 40-38 40-42 43-37 44-39 5-11 6-12 6-13 9-14
143	0-0 1-4 10-14 11-15 12-17 12-2 13-17 13-18 15-20 16-19 17-21 2-5 3-6 4-3 4-8 5-1 5-2 6-9 7-10 8-11 9-12 9-13
144	0-0 1-2 10-13 10-14 11-15 12-16 14-17 2-6 3-5 3-7 4-3 5-8 6-9 7-10 8-11 9-12
145	0-0 0-2 1-1 2-0 3-3 4-4 9-5
146	0-4 0-5 0-6 13-11 2-1 4-10 5-7 7-9 8-9
147	0-0 3-3 4-2 6-5
148	1-0 1-4 10-7 11-10 12-6 14-9 15-7 17-13 18-12 19-14 2-0 3-0 4-1 4-2 5-2 6-3 8-4 9-4
149	0-0 1-4 10-9 11-8 2-1 2-2 3-2 4-5 5-6 6-12 9-9
150	0-0 1-2 10-19 10-20 10-23 10-24 11-25 12-11 13-26 14-27 15-28 16-29 17-32 18-33 19-31 2-3 2-4 20-34 21-30 22-35 3-7 4-5 5-8 6-9 7-13 7-14 7-15 8-17 9-18
151	0-0 1-1 2-2 2-3 3-6 4-4 5-7
152	1-0 11-9 12-7 14-7 16-11 17-13 19-12 21-14 22-16 23-17 27-19 28-18 29-20 3-1 4-2 5-3 6-4 7-5 8-6
153	1-3 1-4 10-12 12-13 2-1 3-5 4-6 5-7 6-8 7-10 7-9 8-9 9-12
154	0-0 1-1 10-11 11-12 12-12 12-13 13-10 14-14 3-4 5-5 6-8 7-7 7-8 8-6 9-10 9-9
155	0-0 1-1 1-2 3-3
156	0-0 1-1 10-13 2-1 3-2 4-8 4-9 5-10 6-11 6-12 6-9 7-6 8-4 8-5 9-3
157	0-0 1-1 10-13 11-14 12-8 12-9 13-4 14-3 15-2 16-21 2-6 3-7 4-16 5-17 6-18 7-19 8-20 9-12
158	1-1 1-2 10-12 11-11 12-13 13-14 14-15 14-16 15-16 17-17 18-19 2-3 20-20 21-23 22-22 23-21 24-21 25-24 3-0 4-4 5-9 6-5 7-6 9-10 9-11
159	0-4 11-12 12-11 13-14 14-13 15-15 2-5 3-2 4-3 4-6 5-1 6-1 7-7 8-8 9-9
160	10-6 11-6 12-10 12-6 13-10 13-7 13-8 13-9 15-13 16-12 17-14 5-2 6-1 6-3 7-1 7-3 7-6 9-0
161	0-0 1-1 11-6 14-7 15-7 18-8 2-2 3-3 4-3 8-5 9-5
162	0-2 1-0 2-3
163	0-4 1-5 11-12 12-12 14-14 15-15 16-13 17-16 2-6 3-7 4-1 5-1 6-8 7-9 8-10 9-11
164	0-6 1-3 1-4 11-13 12-14 14-20 15-16 15-17 16-15 19-21 2-5 20-22 21-24 22-25 23-23 23-26 24-27 25-28 26-29 3-0 3-1 3-2 3-3 3-4 3-6 4-7 5-9 7-10 7-11 8-8
165	0-4 1-0 10-8 10-9 11-7 12-10 2-1 3-2 3-3 5-5 7-2 7-3 9-3 9-6 9-8
166	0-1 0-2 1-0 2-3
167	1-0 2-4 2-5 3-2 3-3 3-4 5-6
168	0-0 1-2 1-5 10-8 11-8 12-12 2-3 3-4 4-6 9-10 9-8
169	0-16 10-12 11-13 11-14 14-15 15-22 16-19 19-23 2-1 2-17 2-5 3-4 4-2 7-10 7-11 8-8 9-6 9-7 9-8
170	11-12 12-13 13-14 14-15 15-16 16-17 17-18 18-19 18-20 19-19 20-21 21-24 21-25 22-22 23-26 24-28 25-29 26-27 28-0 28-1 29-2 31-30 4-4 4-6 4-7 5-8 6-9 7-10 7-24 7-6 9-11
